Km,RX_HorizontalWearConsumption,LX_HorizontalWearConsumption,RX_VerticalWear,LX_VerticalWear,Latitude,Longitude
345.545,5.48,0.24,-7.94,-7.48,60.78178505,7.09774006
345.55,0.32,-0.24,-0.13,-8.32,60.78201149,7.09797131
345.555,0.79,0.09,-0.7,-11.46,60.78213411,7.09808709
345.565,4.49,0.23,-5.17,-12.61,60.78232423,7.0982485
345.57,5.09,0.18,-5.45,-13.54,60.78237078,7.09826316
345.575,4.57,0.24,-4.99,-12.25,60.78241756,7.09826778
345.58,4.6,0.23,-5.1,-12.91,60.78245356,7.09826021
345.585,4.76,0.17,-5.21,-11.93,60.78247795,7.09824112
345.59,4.99,0.1,-5.31,-9.4,60.78250275,7.09821231
345.595,4.36,0.12,-4.79,-6.43,60.78253826,7.09819463
345.6,4.83,0.09,-4.84,-6.25,60.7825811,7.09818073
345.605,4.34,0.08,-4.36,-5.84,60.78262198,7.09816461
345.61,4.27,0.27,-4.13,-5.84,60.78265937,7.09814304
345.615,2.61,0.12,-3.92,-4.19,60.78269915,7.09812339
345.62,1.09,0.29,-3.37,-3.36,60.78274293,7.09810575
345.625,-0.06,0.29,-3.09,-3.04,60.78278719,7.09808768
345.63,-0.16,0.37,-3.2,-3.03,60.78283189,7.09806903
345.635,-0.23,0.17,-3.14,-3.02,60.78287682,7.09804909
345.64,-0.25,0.3,-2.98,-2.82,60.78292183,7.09802842
345.645,-0.2,0.16,-2.67,-2.94,60.78296653,7.09800701
345.65,0.03,0.55,-3.03,-2.81,60.78301117,7.09798459
345.655,-0.04,0.46,-3.18,-2.49,60.78305574,7.09796166
345.66,-0.22,0.54,-3.05,-2.54,60.78310015,7.09793763
345.665,-0.28,0.43,-3.56,-2.77,60.7831445,7.09791215
345.67,0.05,0.45,-2.6,-2.14,60.78318949,7.09788289
345.675,-0.03,0.41,-1.73,-1.33,60.78323374,7.09785204
345.68,0.09,0.17,-2.93,-4.08,60.78327794,7.09782249
345.685,0.08,0.0,-3.21,-3.26,60.7833218,7.09779323
345.69,0.24,-0.16,-3.11,-2.44,60.78336582,7.09776262
345.695,0.29,-0.28,-3.23,-2.53,60.78340938,7.09773178
345.7,-0.43,0.16,-2.94,-3.03,60.78345261,7.09770056
345.705,0.72,0.19,-3.34,-3.57,60.78349565,7.09766892
345.71,0.75,0.23,-3.28,-3.57,60.78353893,7.09762827
345.715,1.48,0.24,-3.84,-3.84,60.78358094,7.09758626
345.72,2.72,0.16,-4.32,-4.52,60.7836228,7.09754725
345.725,3.35,0.08,-5.02,-5.27,60.78366489,7.09750986
345.73,1.97,0.02,-5.34,-7.73,60.78370655,7.09747025
345.735,3.64,0.07,-4.66,-11.23,60.78374778,7.09742979
345.74,3.36,0.02,-6.17,-11.51,60.78378801,7.09738668
345.745,2.73,0.17,-6.78,-11.63,60.7838274,7.09734155
345.75,4.31,0.09,-5.68,-12.1,60.78386564,7.09729399
345.755,4.09,0.19,-5.89,-8.11,60.78390246,7.09724337
345.76,3.95,0.11,-6.9,-6.34,60.78393745,7.09719051
345.765,3.95,0.06,-6.47,-6.41,60.78397163,7.09713663
345.815,3.62,-0.06,-5.2,-10.47,60.78426638,7.09646757
345.82,4.22,0.0,-6.89,-7.91,60.7842955,7.09634662
345.825,3.71,-0.05,-6.45,-5.91,60.78431287,7.0963029
345.83,1.08,-0.04,-5.23,-4.58,60.78435198,7.09623934
345.835,0.16,0.58,-2.73,-2.0,60.78439178,7.09615544
345.84,-0.39,-0.1,-4.37,-4.22,60.78442035,7.09607262
345.845,-0.03,0.09,-4.43,-4.4,60.78444596,7.09599317
345.85,0.11,1.75,-4.41,-4.63,60.78447283,7.09591657
345.855,0.26,3.77,-5.15,-4.89,60.7845059,7.09584438
345.86,0.13,5.89,-6.11,-6.4,60.78453525,7.09576913
345.865,-0.07,6.06,-7.28,-7.35,60.78456127,7.09569346
345.87,-0.02,5.85,-7.32,-8.08,60.78458854,7.09561952
345.875,-0.02,6.2,-7.32,-8.59,60.78461667,7.09554747
345.88,-0.02,4.83,-7.32,-6.46,60.78464613,7.09547826
345.885,-0.02,4.32,-7.32,-5.67,60.78467656,7.09541288
345.89,0.0,4.54,-7.52,-6.38,60.78470682,7.09534593
345.895,0.1,5.13,-8.82,-6.72,60.78473644,7.0952792
345.9,-0.9,4.82,-4.85,-6.57,60.78476894,7.09521707
345.905,-0.29,1.39,-5.35,-4.06,60.78480344,7.09515787
345.91,-0.24,3.05,-5.07,-4.83,60.78483904,7.09510106
345.915,0.03,5.68,-8.69,-6.68,60.78487567,7.0950482
345.92,0.23,5.71,-10.55,-6.85,60.78491253,7.0949968
345.925,0.23,5.93,-10.55,-6.66,60.7849514,7.09494926
345.93,0.23,5.83,-10.55,-6.9,60.78498935,7.09490733
345.935,-1.67,5.54,-0.18,-6.46,60.78502695,7.094868
345.94,-1.67,5.62,-0.18,-6.3,60.78506571,7.09483147
345.945,-1.67,5.95,-0.18,-6.32,60.78510604,7.09479929
345.95,-1.67,5.91,-0.18,-6.19,60.78514677,7.0947685
345.955,-1.67,5.75,-0.18,-5.91,60.78518861,7.09474253
345.96,-1.67,5.96,-0.18,-6.27,60.78523089,7.09471918
345.965,-1.67,5.74,-0.18,-6.05,60.78527401,7.09469832
345.97,-1.67,5.55,-0.18,-6.02,60.78531788,7.09468268
345.975,-1.67,5.11,-0.18,-5.87,60.78536208,7.09466997
345.98,-0.04,5.17,-7.78,-6.01,60.78540639,7.09465895
345.985,-0.04,4.92,-7.78,-5.7,60.78545105,7.09465215
345.99,0.05,4.32,-6.7,-4.48,60.78549587,7.09464817
345.995,0.41,0.9,-3.62,-3.64,60.7855407,7.09464633
346.0,0.37,-0.6,-2.57,-3.33,60.78558522,7.09464677
346.005,0.49,0.44,-3.15,-2.64,60.78562987,7.09464878
346.01,0.36,0.08,-2.87,-2.98,60.78567435,7.09465217
346.015,-0.1,-0.09,-2.72,-3.23,60.78571897,7.09465591
346.02,0.14,-0.18,-2.53,-3.03,60.78576365,7.09465926
346.025,0.45,0.06,-3.24,-3.41,60.78580817,7.09466254
346.03,0.4,0.01,-3.27,-3.37,60.78585269,7.09466625
346.035,0.48,-0.12,-3.79,-2.98,60.78589721,7.09466777
346.04,0.29,-0.11,-4.62,-4.01,60.78594176,7.0946685
346.045,0.41,0.03,-4.84,-4.31,60.78598648,7.09466803
346.05,1.56,-0.04,-5.68,-4.78,60.78603107,7.09466475
346.055,1.69,0.16,-5.81,-4.74,60.78607566,7.0946606
346.06,0.44,0.11,-5.05,-5.14,60.78612018,7.09465374
346.065,0.6,0.28,-4.91,-4.43,60.78616464,7.09464586
346.07,2.05,-0.15,-4.03,-4.26,60.78620938,7.09463595
346.075,1.13,0.47,-3.7,-4.15,60.78625383,7.09462366
346.08,0.39,0.84,-3.13,-2.34,60.7862983,7.0946109
346.085,-0.39,0.28,-0.81,-0.45,60.78634314,7.0945979
346.09,-0.49,0.05,1.59,0.13,60.78638812,7.0945835
346.095,-0.18,-0.01,-0.77,-0.87,60.78643276,7.09457043
346.1,-0.48,-0.11,-1.68,-2.83,60.78647768,7.09455766
346.105,-0.15,-0.12,-2.3,-2.86,60.78652276,7.09454362
346.11,0.49,-0.06,-1.49,-2.24,60.78656754,7.09453015
346.115,0.08,-0.12,-2.61,-2.91,60.78661247,7.09451601
346.12,0.08,-0.11,-2.21,-2.84,60.78665734,7.09450244
346.125,0.62,0.87,-2.72,-3.0,60.78670213,7.09449166
346.13,0.4,2.31,-4.72,-3.69,60.78674719,7.09447999
346.135,0.21,1.86,-5.04,-5.22,60.78679226,7.09446998
346.14,0.09,1.93,-5.4,-5.79,60.78683712,7.09446435
346.145,0.18,1.97,-5.8,-6.65,60.78688218,7.09446189
346.15,0.21,2.18,-5.34,-6.15,60.78692706,7.09446285
346.155,0.13,3.59,-5.44,-4.37,60.78697213,7.09446697
346.16,0.05,3.86,-5.57,-4.25,60.78701726,7.09447455
346.165,0.12,4.13,-6.13,-4.23,60.78706203,7.09448544
346.17,0.16,2.94,-4.6,-3.09,60.78710674,7.09449897
346.175,0.21,0.76,-3.46,-2.89,60.78715122,7.09451527
346.18,0.06,-0.1,-3.06,-2.36,60.78719542,7.09453274
346.185,-0.08,0.02,-2.51,-2.26,60.78723983,7.0945505
346.19,-0.13,0.03,-2.24,-1.89,60.78728403,7.09456883
346.195,0.11,0.03,-2.4,-1.93,60.78732823,7.0945865
346.2,0.05,0.01,-2.59,-2.1,60.78737255,7.09460488
346.205,-0.06,-0.08,-0.58,-1.57,60.78741722,7.09462429
346.21,-0.02,0.32,-0.92,-0.4,60.78746195,7.09464451
346.215,0.03,2.21,-2.43,-0.75,60.78750617,7.0946665
346.22,-0.25,2.63,-2.83,-1.3,60.78754983,7.09469026
346.225,-0.19,2.96,-3.23,-1.66,60.78759327,7.09471808
346.23,-0.19,3.08,-3.23,-1.63,60.78763605,7.09474907
346.235,-0.19,3.04,-3.23,-1.52,60.78767859,7.09478309
346.24,-0.19,3.45,-3.23,-1.6,60.78772035,7.0948202
346.245,-0.15,3.4,-3.33,-1.43,60.78776136,7.09486087
346.25,-0.08,3.3,-4.02,-1.61,60.78780108,7.09490402
346.255,-0.07,-0.62,-4.07,-2.28,60.78784013,7.09495054
346.26,-0.07,-0.62,-4.07,-2.28,60.78787813,7.09500077
346.265,-0.07,-0.8,-4.07,-2.28,60.78791499,7.09505421
346.27,-0.07,-0.32,-4.07,-2.28,60.78795087,7.09511067
346.275,-0.07,-0.4,-4.07,-2.28,60.78798583,7.09517026
346.28,-0.07,-0.36,-4.07,-2.03,60.78801977,7.09523287
346.285,-0.07,0.74,-4.07,-0.08,60.78805267,7.09529785
346.29,-0.07,1.07,-4.07,-0.24,60.78808432,7.09536461
346.295,-0.07,0.7,-3.83,-0.52,60.78811447,7.09543331
346.3,0.43,0.45,-1.08,-0.18,60.78814407,7.09550458
346.305,0.45,0.23,-1.63,-1.0,60.78815274,7.09563079
346.31,0.42,-0.05,-0.48,-0.18,60.78818078,7.0957037
346.315,0.47,0.01,-0.45,-0.17,60.78820739,7.09577689
346.32,0.51,-0.01,-0.66,-0.22,60.78823474,7.09585005
346.325,0.49,-0.08,-0.66,-0.19,60.78826211,7.0959224
346.33,0.49,0.0,-0.57,-0.24,60.78828908,7.09599561
346.335,0.41,-0.16,-0.42,-0.1,60.78831623,7.09606954
346.34,0.42,0.32,-0.32,-0.26,60.78834283,7.09614448
346.345,0.36,0.67,-0.72,-0.23,60.78836893,7.09621979
346.35,0.23,0.64,-0.76,-0.4,60.78839387,7.09629711
346.355,0.46,1.14,-1.0,-0.66,60.78841797,7.09637588
346.36,0.3,0.68,-0.45,-0.44,60.78844131,7.09645542
346.365,0.38,0.03,-0.14,-0.14,60.78846353,7.0965355
346.37,-0.54,-0.4,0.03,0.62,60.78848592,7.09661533
346.375,-1.24,-0.08,2.81,1.41,60.78850903,7.0966942
346.38,-0.78,-1.17,2.95,2.68,60.78853274,7.09677262
346.385,-1.41,-0.75,2.97,2.1,60.78855721,7.09684965
346.39,-1.28,-0.26,2.97,1.82,60.78858255,7.09692519
346.395,-3.02,-0.11,2.97,1.8,60.78860897,7.09699912
346.4,-1.19,-1.61,2.97,1.34,60.78863631,7.09707135
346.405,-1.68,-0.56,2.97,1.34,60.78866471,7.09714255
346.41,0.32,-0.35,0.54,-0.14,60.78869361,7.09721301
346.415,0.83,0.55,0.35,-1.21,60.78872341,7.09728157
346.42,1.07,0.49,0.03,-1.77,60.78875429,7.09734803
346.425,1.77,0.32,-2.76,-2.51,60.78878544,7.09741422
346.43,1.66,0.32,-1.28,-1.35,60.78881777,7.09747662
346.435,1.68,0.33,-0.93,-1.54,60.78885119,7.09753726
346.44,1.53,0.43,-0.63,-1.65,60.78888583,7.09759571
346.445,1.63,0.29,-1.09,-1.21,60.78892164,7.09765053
346.45,1.62,0.29,-1.15,-1.65,60.7889582,7.09770269
346.455,1.51,0.38,-0.9,-1.94,60.78899549,7.097752
346.46,1.25,0.42,-1.09,-2.35,60.78903405,7.09779833
346.465,1.41,0.28,-0.95,-1.71,60.7890735,7.09784231
346.47,1.78,0.28,-1.29,-1.75,60.78911379,7.09788296
346.475,1.57,0.24,-1.26,-1.75,60.78915485,7.09792032
346.48,1.07,0.03,-1.22,-1.21,60.78919631,7.09795526
346.485,1.25,0.2,-1.22,-1.33,60.78923843,7.09798677
346.49,1.05,0.07,-1.31,-1.18,60.78928123,7.09801476
346.495,1.16,0.1,-1.26,-1.31,60.78932455,7.09803872
346.5,1.2,0.19,-1.2,-1.35,60.78936825,7.09805993
346.505,1.24,0.04,-1.45,-1.56,60.78941248,7.09807746
346.51,1.21,0.11,-1.14,-1.13,60.789457,7.09809068
346.515,1.3,0.15,-1.08,-2.06,60.7895015,7.09810145
346.52,1.16,0.07,-1.0,-1.58,60.7895463,7.09810844
346.525,1.02,0.17,-1.12,-1.41,60.78959135,7.09811115
346.53,1.1,0.03,-1.16,-1.66,60.78963619,7.09811015
346.535,1.14,0.22,-1.3,-1.92,60.78968128,7.09810551
346.54,1.15,0.15,-1.15,-1.75,60.789726,7.09809689
346.545,1.13,0.17,-1.25,-1.44,60.78977036,7.09808427
346.55,1.01,0.06,-1.17,-1.6,60.78981499,7.09806795
346.555,1.38,0.19,-1.57,-1.86,60.7898589,7.09804976
346.56,0.91,0.01,-1.57,-1.1,60.78990245,7.09802826
346.565,0.65,0.14,-1.88,-0.98,60.78994572,7.09800388
346.57,0.26,-0.12,-1.46,-0.69,60.78998858,7.09797799
346.575,0.33,-0.04,-1.32,-0.35,60.79003159,7.09795066
346.58,0.34,0.14,-1.38,-0.38,60.7900742,7.0979227
346.585,0.31,0.21,-0.88,-0.36,60.79011752,7.0978947
346.59,0.35,0.27,-1.16,-0.78,60.79016167,7.09786766
346.595,0.29,0.46,-0.64,-0.61,60.79020399,7.09783899
346.6,0.39,-0.09,-0.84,-0.25,60.79024674,7.09781103
346.605,0.31,0.41,-0.92,-2.35,60.79028964,7.0977842
346.61,0.44,0.19,-1.18,-0.21,60.79033296,7.09775908
346.615,0.32,0.31,-1.52,0.01,60.79037394,7.09773428
346.62,0.5,1.1,-1.79,-0.9,60.79041612,7.0977136
346.625,0.46,1.02,-2.15,-0.07,60.7904599,7.09769413
346.63,0.46,0.97,-2.15,-0.08,60.790504,7.09767752
346.635,0.46,1.27,-2.15,-0.06,60.7905487,7.09766518
346.64,0.46,0.87,-2.15,-0.34,60.79059329,7.09765656
346.645,0.46,0.79,-2.15,-0.4,60.79063843,7.0976502
346.65,0.46,0.76,-2.15,-0.48,60.7906833,7.09764838
346.655,0.46,0.61,-2.15,-0.32,60.79072808,7.09765108
346.66,0.46,0.81,-2.15,-0.36,60.79077269,7.09765657
346.665,0.46,0.89,-2.15,-0.44,60.79081716,7.09766622
346.67,0.46,0.94,-2.15,-0.36,60.79086112,7.09768029
346.675,0.46,0.71,-2.15,-0.3,60.79090495,7.09769768
346.68,0.46,0.72,-2.15,-0.28,60.79094861,7.09771799
346.685,0.46,0.61,-2.15,-0.39,60.79099196,7.09774258
346.69,0.46,0.63,-2.15,-0.38,60.79105301,7.0977441
346.695,0.41,1.15,-1.9,-0.26,60.79110866,7.09775151
346.7,0.24,0.59,-1.19,-0.44,60.79115145,7.097783
346.705,0.24,1.09,-1.19,-0.52,60.79119364,7.09781954
346.71,0.24,0.83,-1.19,-0.52,60.79123494,7.0978597
346.715,0.36,0.74,-1.59,-0.39,60.79127499,7.09790347
346.72,0.38,0.89,-1.6,-0.42,60.79131448,7.09794905
346.725,0.16,0.47,-1.66,-0.36,60.79135261,7.09799793
346.73,0.24,0.35,-1.68,-0.32,60.79139005,7.09805005
346.735,0.21,0.93,-1.45,-0.2,60.79142676,7.09810473
346.74,0.33,0.5,-1.5,-0.16,60.79146205,7.09816247
346.745,0.46,-0.01,-0.78,-0.26,60.79149643,7.0982217
346.75,0.41,0.29,-0.33,-0.46,60.7915306,7.09828136
346.755,0.43,0.1,0.25,-0.28,60.79156422,7.09834172
346.76,0.13,-0.04,0.39,0.35,60.7915953,7.09840793
346.765,0.33,0.08,0.22,0.25,60.79162018,7.09848414
346.77,0.27,0.0,0.41,0.32,60.79164875,7.09855313
346.775,0.24,-0.06,0.45,0.33,60.79167891,7.09861979
346.78,0.25,-0.02,0.44,0.39,60.79171005,7.0986841
346.785,0.36,-0.13,0.23,0.47,60.79174191,7.09874749
346.79,0.26,0.04,-0.05,-0.05,60.79177404,7.0988104
346.795,0.24,-0.04,-0.28,-0.02,60.79180657,7.09887308
346.8,0.22,0.03,-0.33,-0.38,60.79183939,7.09893451
346.805,0.14,0.05,-0.16,-0.45,60.79187242,7.0989959
346.81,0.05,0.03,-0.1,-0.4,60.79190544,7.09905731
346.815,0.19,-0.07,-0.13,-0.06,60.79193881,7.09911817
346.82,0.07,-0.01,-0.11,-0.14,60.79197276,7.09917817
346.825,0.27,-0.07,-0.28,-0.29,60.79200671,7.0992376
346.83,0.15,0.11,-0.28,-0.31,60.79204089,7.09929691
346.835,0.33,-0.1,-0.36,0.07,60.79207552,7.09935512
346.84,0.28,-0.01,-0.46,-0.2,60.79211044,7.09941276
346.845,0.45,-0.03,-0.55,-0.07,60.79214516,7.09947049
346.85,0.45,-0.06,-0.68,-0.12,60.79218048,7.09952708
346.855,0.37,-0.07,-0.56,-0.04,60.79221616,7.09958252
346.86,0.37,0.0,-0.51,-0.11,60.79225172,7.09963787
346.865,0.41,0.03,-0.52,-0.1,60.79228755,7.09969263
346.87,0.31,0.02,-0.35,-0.1,60.7923238,7.09974632
346.875,0.32,-0.02,-0.27,-0.14,60.79236015,7.09979968
346.88,0.26,0.04,-0.29,-0.12,60.79239646,7.09985278
346.885,0.45,-0.02,-0.46,-0.02,60.79243339,7.09990493
346.89,0.36,-0.01,-0.28,-0.05,60.79247057,7.09995648
346.895,0.28,0.02,-0.31,-0.04,60.79250804,7.10000725
346.9,0.33,0.01,-0.15,0.0,60.79254561,7.10005736
346.905,0.35,0.03,-0.2,0.03,60.79258356,7.10010636
346.91,0.43,0.03,-0.64,-0.26,60.79262176,7.10015481
346.915,0.3,0.03,-0.31,-0.16,60.79266017,7.10020207
346.92,0.3,0.05,-0.32,0.0,60.79269892,7.1002488
346.925,0.13,-0.01,0.03,-0.08,60.79273804,7.10029464
346.93,0.36,-0.01,-0.44,-0.18,60.79277729,7.10033912
346.935,0.36,-0.07,-0.3,-0.19,60.79281692,7.10038241
346.94,0.45,0.11,-0.54,-0.46,60.79285673,7.10042487
346.945,0.21,0.03,-0.21,-0.54,60.79289694,7.10046563
346.95,-0.29,0.07,0.56,-0.59,60.79293755,7.10050322
346.955,0.32,0.17,-0.11,-0.91,60.79297844,7.10053976
346.96,0.22,0.11,-0.14,-0.79,60.79301962,7.1005758
346.965,0.33,0.02,-0.83,-0.42,60.79306139,7.10060863
346.97,0.2,0.1,-0.44,-0.73,60.7931037,7.10063866
346.975,0.2,0.12,0.04,-0.6,60.79314593,7.1006682
346.98,0.17,0.04,-0.38,-0.54,60.79318873,7.10069594
346.985,0.11,-0.02,-0.4,-0.25,60.79323172,7.10072019
346.99,0.04,0.03,-0.23,-0.35,60.79327516,7.10074384
346.995,0.09,0.03,-0.47,-0.27,60.79331865,7.10076745
347.0,0.16,-0.05,-0.66,-0.05,60.79336232,7.10078892
347.005,0.19,-0.12,-0.76,-0.05,60.79340588,7.1008096
347.01,0.16,-0.01,-0.7,-0.13,60.79344965,7.10083165
347.015,0.23,0.11,-1.19,-0.44,60.79349355,7.10085376
347.02,0.24,0.22,-1.16,-0.57,60.79353711,7.10087639
347.025,0.28,0.24,-1.07,-0.49,60.79358062,7.1009005
347.03,0.13,0.3,-1.33,-0.56,60.79362358,7.10092628
347.035,0.07,0.32,-1.5,-0.59,60.79366599,7.10095509
347.04,0.18,0.19,-1.26,-0.52,60.79370852,7.10098557
347.045,0.07,0.13,-1.08,-0.43,60.79375036,7.10101847
347.05,0.2,0.41,-1.0,-0.67,60.7937915,7.10105509
347.055,0.07,0.29,-1.3,-0.51,60.79383264,7.10109311
347.06,0.1,0.08,-0.97,-0.25,60.79387289,7.10113265
347.065,0.5,0.09,-0.59,-0.37,60.79391281,7.10117581
347.07,0.1,0.21,-0.9,-0.62,60.79395197,7.10121977
347.075,0.41,0.29,-1.02,-0.87,60.79399133,7.1012652
347.08,0.43,0.06,-0.43,-0.76,60.79402994,7.10131123
347.085,0.37,0.12,-0.09,-0.68,60.79406866,7.10135887
347.09,0.43,0.03,-0.33,-0.51,60.79410729,7.10140639
347.095,0.45,0.01,-0.54,-0.68,60.7941458,7.10145289
347.1,0.02,0.16,0.18,-0.71,60.79418452,7.10149991
347.105,0.45,0.12,-0.5,-0.7,60.79422291,7.10154655
347.11,0.26,0.07,-0.39,-0.72,60.7942621,7.10159187
347.115,0.44,0.11,-0.72,-0.82,60.79430159,7.10163532
347.12,0.4,0.11,-0.49,-0.77,60.79434145,7.10167729
347.125,0.52,0.12,-0.92,-0.96,60.79438138,7.10171892
347.13,0.44,0.17,-0.95,-0.84,60.79442164,7.10175854
347.135,0.6,0.11,-1.16,-0.88,60.79446273,7.10179532
347.14,0.3,0.07,-0.76,-0.91,60.79450359,7.10183072
347.145,0.43,0.18,-0.93,-0.98,60.79454504,7.10186509
347.15,0.33,0.13,-1.08,-1.01,60.7945868,7.10189622
347.155,0.21,0.16,-0.28,-1.17,60.79462894,7.10192635
347.16,0.28,0.19,-0.56,-1.32,60.79467114,7.1019545
347.165,0.41,0.2,-0.87,-1.01,60.79471421,7.10197976
347.17,0.37,0.19,-1.14,-1.03,60.79475762,7.10200254
347.175,0.22,0.09,-0.93,-1.08,60.79480122,7.10202445
347.18,0.27,0.15,-0.71,-0.71,60.79484486,7.1020444
347.185,0.07,0.26,-0.88,-0.9,60.79488769,7.1020635
347.19,0.26,0.04,-0.81,-0.47,60.79493312,7.10207955
347.195,0.49,-0.12,-1.22,-0.28,60.79497834,7.10209461
347.2,0.34,0.08,-1.34,-0.3,60.79502309,7.10210894
347.205,0.44,0.13,-0.89,-0.55,60.79506746,7.10212278
347.21,0.26,0.08,-1.15,-0.6,60.79511219,7.10213578
347.215,0.41,0.05,-1.2,-0.68,60.79515665,7.10214911
347.22,0.53,0.05,-1.19,-0.5,60.79520114,7.10216223
347.225,0.32,0.09,-1.18,-0.62,60.79524581,7.10217524
347.23,0.42,0.11,-0.92,-0.63,60.79529031,7.10218784
347.235,0.43,0.01,-0.98,-0.43,60.79533481,7.10219959
347.24,0.37,0.12,-0.9,-0.64,60.79537896,7.10221042
347.245,0.02,-0.49,-0.94,-0.52,60.79542368,7.10222139
347.25,-1.46,-1.86,-0.79,2.94,60.79546839,7.10223091
347.255,-1.49,-2.0,-0.79,2.94,60.7955134,7.10224078
347.26,-1.56,-2.09,1.94,2.94,60.79555853,7.10225087
347.265,-1.39,-1.73,2.5,2.84,60.79560369,7.10225823
347.27,-1.56,-2.16,2.59,2.8,60.79564865,7.10226502
347.275,-1.68,-1.88,2.64,2.8,60.79569333,7.10227065
347.28,-1.5,-1.99,2.85,2.8,60.79573787,7.10227644
347.285,-1.37,-2.06,2.91,2.8,60.79578275,7.10228112
347.29,-1.35,-2.23,2.77,2.8,60.7958275,7.10228506
347.295,-1.6,-2.11,2.86,2.8,60.79587219,7.10228801
347.3,-1.49,-2.09,2.78,2.8,60.79591699,7.10229162
347.305,-1.52,-2.01,2.5,2.57,60.79596182,7.10229404
347.31,-1.81,-1.83,2.5,-0.13,60.7960061,7.10229749
347.315,-1.59,-1.93,2.5,2.69,60.79605116,7.10230033
347.32,-1.89,-1.91,2.89,2.69,60.79609583,7.10230379
347.325,-1.71,-2.05,2.88,2.69,60.79614084,7.10230881
347.33,-1.64,-1.93,2.88,2.69,60.79618547,7.10231455
347.335,-1.65,-2.11,2.9,2.69,60.79623025,7.10231842
347.34,-1.78,-1.83,2.75,2.69,60.79627365,7.10232485
347.345,-1.89,-2.05,2.71,2.69,60.79631742,7.10233192
347.35,-1.77,-2.15,2.73,2.69,60.79636168,7.10233732
347.355,-1.84,-1.91,2.31,2.69,60.79640645,7.10234242
347.36,-1.59,-2.16,2.85,2.69,60.79645113,7.10234619
347.365,-1.64,-2.0,2.68,2.69,60.79649533,7.10234964
347.37,-1.66,-2.18,2.77,2.69,60.79653956,7.10235465
347.375,-1.74,-1.95,2.94,2.69,60.7965842,7.10235973
347.38,-1.35,-1.84,2.76,2.69,60.79662935,7.10236594
347.385,-1.35,-2.03,2.73,2.69,60.79667383,7.10237425
347.39,-1.31,-2.0,2.74,2.69,60.79671903,7.10238299
347.395,-1.19,-1.71,2.45,2.69,60.79676351,7.1023951
347.4,-1.07,-1.45,2.51,2.75,60.79680822,7.10240973
347.405,-1.05,-1.48,2.48,2.83,60.79685265,7.1024262
347.41,-1.22,-1.56,2.56,2.83,60.79689686,7.10244498
347.415,-1.38,-1.53,2.5,2.83,60.79694093,7.10246728
347.42,-1.27,-1.23,2.38,2.83,60.79698461,7.10249209
347.425,-1.05,-1.32,2.53,1.94,60.79702789,7.10251915
347.43,-1.33,-1.45,2.48,1.88,60.79707052,7.1025501
347.435,-1.18,-1.37,2.4,2.85,60.79711287,7.10258371
347.44,-0.98,-1.31,2.22,2.88,60.79715457,7.10261936
347.445,-0.85,-1.42,2.21,2.81,60.79719542,7.10265837
347.45,-1.22,-1.61,2.63,2.83,60.79723565,7.10269967
347.455,-1.33,-1.95,2.74,0.82,60.79727571,7.1027424
347.46,-1.44,-1.66,2.55,0.82,60.79731517,7.10278681
347.465,-2.28,-1.83,2.98,0.82,60.79735438,7.10283164
347.47,-1.18,-1.7,1.07,0.04,60.79739323,7.10287676
347.475,0.08,0.13,-1.38,-2.63,60.79743244,7.10292263
347.48,0.08,-0.01,-1.49,-2.38,60.79747161,7.10296808
347.485,0.15,-0.1,-1.8,-2.43,60.79751095,7.10301334
347.49,0.22,0.04,-1.77,-2.06,60.79754998,7.10305873
347.495,0.0,-0.01,-1.28,-2.32,60.79758904,7.10310472
347.5,0.24,-0.03,-1.58,-2.5,60.79762784,7.10315042
347.505,0.03,0.02,-1.09,-2.62,60.79766695,7.1031959
347.51,0.05,0.07,-1.56,-2.41,60.7977059,7.1032414
347.515,0.23,-0.08,-1.7,-2.49,60.79774493,7.10328651
347.52,0.11,0.02,-1.4,-2.59,60.79778379,7.1033326
347.525,0.16,-0.02,-1.4,-2.41,60.79782261,7.10337606
347.53,0.27,0.0,-1.18,-2.38,60.79786145,7.10342026
347.535,0.18,-0.11,-1.5,-2.36,60.79790026,7.10346394
347.54,0.23,-0.02,-1.16,-2.49,60.79793935,7.10351011
347.545,0.13,-0.03,-1.36,-2.52,60.79797827,7.10355581
347.55,0.33,-0.06,-1.5,-2.76,60.79801721,7.10360296
347.555,-0.08,-0.02,-1.14,-2.51,60.79805633,7.10364883
347.56,0.02,-0.09,-1.08,-2.61,60.79809514,7.1036961
347.565,-0.07,-0.12,-0.82,-2.54,60.79813375,7.10374399
347.57,0.29,-0.04,-1.69,-2.46,60.79817262,7.10379078
347.575,0.24,-0.03,-2.39,-2.66,60.79821133,7.10383827
347.58,-0.32,0.99,-2.26,-4.7,60.79824982,7.10388614
347.585,-0.45,0.48,-2.18,-2.45,60.79828849,7.1039341
347.59,0.09,0.68,-3.13,-2.41,60.79832667,7.10398342
347.595,0.01,0.67,-3.31,-2.66,60.79836445,7.10403382
347.6,-0.1,0.59,-3.6,-2.43,60.79840214,7.10408532
347.605,0.44,0.48,-5.08,-2.43,60.79843915,7.10413783
347.61,0.46,0.94,-5.07,-2.89,60.79847529,7.1041924
347.615,0.12,2.1,-3.02,-6.63,60.79851143,7.10424735
347.62,0.22,0.92,-2.96,-2.24,60.79854688,7.10430341
